,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics,topic,topic_name,x,y,z,x1,y1
18,89,89,89,JWr8frsQ7eckeWn4y24Tml42MwljO10Xlbp4yKaSsLA=,1,10,2225.0,offline,sale,3 ZONES V-BRAKE 900,BIKE BRAKE,TYRES/SPARE/CAR,3,26.97,JWr8frsQ7eckeWn4y24Tml42MwljO10Xlbp4yKaSsLA=,"Prima remblokjes, wel prijzig voor Decathlon.","De remblokjes remmen super goed. Ik vind de prijs voor Decathlon eigen merk wel hoog en ze zijn ondertussen al weer 1 euro duurder geworden. De verwisselbare remvoering is een plus maar de 3 zone remvoering verkoopt decathlon dan weer niet los. Tip: de 3 zone remvoering is elders wel los verkrijgbaar, zelf even zoeken.",4,2023-04-04 10:09:54,,,"Excellent brake pads, but pricey for Decathlon. The brake pads brake very well. I think the price for Decathlon own brand is high and they have already become 1 euro more expensive. The replaceable brake lining is a plus, but Decathlon does not sell the 3 zone brake lining separately. Tip: the 3-zone brake lining is available separately elsewhere, just search for it yourself.","Prima remblokjes, wel prijzig voor Decathlon.. De remblokjes remmen super goed. Ik vind de prijs voor Decathlon eigen merk wel hoog en ze zijn ondertussen al weer 1 euro duurder geworden. De verwisselbare remvoering is een plus maar de 3 zone remvoering verkoopt decathlon dan weer niet los. Tip: de 3 zone remvoering is elders wel los verkrijgbaar, zelf even zoeken.",Biking,18,18,Store and Staff,9.696569,6.6794724,13.936279,-5.362606,-4.5009522
19,90,90,90,JWr8frsQ7eckeWn4y24Tml42MwljO10Xlbp4yKaSsLA=,1,10,2225.0,offline,sale,3 ZONES V-BRAKE 900,BIKE BRAKE,TYRES/SPARE/CAR,3,26.97,JWr8frsQ7eckeWn4y24Tml42MwljO10Xlbp4yKaSsLA=,,"Vriendelijk personeel, prijzen zijn echt niet altijd de goedkoopste voor fiets onderdelen tenminste. Maar de remblokjes remmen wel echt goed. Jammer dat jullie (nog) geen 12speed onderdelen hebben.",4,2023-04-04 10:02:40,,,". Friendly staff, prices are not always the cheapest for bicycle parts at least. But the brake pads do brake really well. Too bad you don't have 12speed parts (yet).",". Vriendelijk personeel, prijzen zijn echt niet altijd de goedkoopste voor fiets onderdelen tenminste. Maar de remblokjes remmen wel echt goed. Jammer dat jullie (nog) geen 12speed onderdelen hebben.",Biking,19,19,Bikes,7.6004543,4.626941,14.415157,-2.1584773,-5.8382106
20,91,91,91,U+iUL0On1yDIE2DvFKlDJ0Cm68NvgOicolt/bFQxR/4=,1,10,664.0,offline,sale,SADDLE SPORT COMFORT 900 GEL,BIKE SADDLES,TYRES/SPARE/CAR,1,29.99,U+iUL0On1yDIE2DvFKlDJ0Cm68NvgOicolt/bFQxR/4=,,"Zadel gekocht,was niet goed.,ander gekocht ,die wel goed is toppie",5,2022-01-22 12:16:55,,,". Bought a saddle, it was not good, bought another one, which is good, great",". Zadel gekocht,was niet goed.,ander gekocht ,die wel goed is toppie",Biking,15,15,Biking Gear,7.033309,7.669148,13.80355,-0.7072447,-2.8131714
21,107,107,107,NJsmSCunPFugkQLgPOmwsU6+3lCLuyP4uplAhysFzxM=,1,10,346.0,offline,sale,BIKE CHAIN LOCK 900 ART3,BIKE LOCKS,BIKE ACCESSORIE,1,59.99,NJsmSCunPFugkQLgPOmwsU6+3lCLuyP4uplAhysFzxM=,Stevig kettingslot - ART keurmerk- prima,"Ik had een slot met ART keurmerk nodig voor de verzekering van mijn motorfiets. Dit slot voldoet prima: de ketting past door voorwiel + vork, het slotgedeelte is stevig en kan 360° draaien waardoor het gemakkelijk aan te brengen en te verwijderen is. De ketting is flexibel waardoor het gemakkelijk op te bergen is. Drie sleutels is praktisch; zelfs als ik er één zou verliezen, heb ik nog een reserve. Top!",5,2022-09-16 11:05:28,,,"Sturdy chain lock - ART quality mark - fine. I needed a lock with the ART quality mark for the insurance of my motorcycle. This lock works well: the chain fits through the front wheel + fork, the lock part is sturdy and can rotate 360°, making it easy to install and remove. The chain is flexible making it easy to store. Three keys is practical; even if I lose one, I still have a spare. Top!","Stevig kettingslot - ART keurmerk- prima. Ik had een slot met ART keurmerk nodig voor de verzekering van mijn motorfiets. Dit slot voldoet prima: de ketting past door voorwiel + vork, het slotgedeelte is stevig en kan 360° draaien waardoor het gemakkelijk aan te brengen en te verwijderen is. De ketting is flexibel waardoor het gemakkelijk op te bergen is. Drie sleutels is praktisch; zelfs als ik er één zou verliezen, heb ik nog een reserve. Top!",Biking,10,10,Biking Gear,8.617591,4.183176,11.550969,-3.944629,-3.1323056
22,108,108,108,L97Xfbm5l/JD+QBxwVTJqNYH9ytvfhyfYWLEDoYmgKw=,1,10,897.0,offline,sale,BIKE DOUBLE BAG 520 BLACK,ON BIKE BAGS,BIKE ACCESSORIE,1,14.99,L97Xfbm5l/JD+QBxwVTJqNYH9ytvfhyfYWLEDoYmgKw=,Fijne tas,"Zeer fijne tas. Ruimte voor een mobiel, kleine fietspomp zonnebril en eventueel portemonnee.",5,2023-05-24 21:42:48,,,"Nice bag. Very nice bag. Space for a mobile phone, small bicycle pump sunglasses and possibly a wallet.","Fijne tas. Zeer fijne tas. Ruimte voor een mobiel, kleine fietspomp zonnebril en eventueel portemonnee.",Biking,15,15,Biking Gear,6.7496,6.740583,12.593395,-0.41249737,-3.7968304
23,115,115,115,I2CPQ4iO7MHmOqaO7EfVFcsxVUJWKL7m4pt1ONzx20U=,1,8,1161.0,offline,sale,"ST 120 RR 20""""",JR MTB BIKES,KID CYCLING AND,1,169.99,I2CPQ4iO7MHmOqaO7EfVFcsxVUJWKL7m4pt1ONzx20U=,Goeie kwaliteit,Ons kleinkind van 5 jaar trots als een Pauw met zijn super fiets,5,2022-04-06 20:18:58,,,Good quality. Our 5-year-old grandchild is proud as a peacock with his super bike,Goeie kwaliteit. Ons kleinkind van 5 jaar trots als een Pauw met zijn super fiets,Biking,19,19,Bikes,8.009214,3.5024884,14.143561,-3.0468402,-6.850916
24,116,116,116,qifLxl3R3v2IXzRxL7UuhrLlIu+Eweaw5fV/xAfkmBA=,1,8,1088.0,offline,sale,"24"""" ST 500 YELLOW",JR MTB BIKES,KID CYCLING AND,1,229.99,qifLxl3R3v2IXzRxL7UuhrLlIu+Eweaw5fV/xAfkmBA=,,Lekker zo doorgaan .,4,2023-03-13 20:09:28,,,. Keep it up.,. Lekker zo doorgaan .,Biking,12,12,Good Product,10.941552,6.185033,6.563463,-4.660906,5.1608224
25,117,117,117,nxctiDYfO2R2M8lEK3PuALnCFLadIm6j+KNMqUAlh7k=,1,10,256.0,offline,sale,"14"""" BIKE ARCTIC 100",3-5 BIKES,KID CYCLING AND,1,99.99,nxctiDYfO2R2M8lEK3PuALnCFLadIm6j+KNMqUAlh7k=,"Prima fiets, jammer dat het geen terugtraprem elke",Leuke fiets voor een mooie prijs.,4,2023-06-25 11:34:10,,,"Great bike, too bad it doesn't have a coaster brake. Nice bike for a nice price.","Prima fiets, jammer dat het geen terugtraprem elke. Leuke fiets voor een mooie prijs.",Biking,19,19,Bikes,7.842484,3.8196824,14.000221,-2.8090987,-6.3365264
26,135,135,135,VFNd3VI+aIHHTu40erbGqNH9sCR4tsgxKd41hPRQJSI=,1,10,1570.0,offline,sale,STEEL FRONT EASY FIX BASKET,BASKET,BIKE ACCESSORIE,1,24.99,VFNd3VI+aIHHTu40erbGqNH9sCR4tsgxKd41hPRQJSI=,,"Was given wrong information upon placing an order. I placed an order in the store for a bike with a team lead. He asked me if I wanted to purchase any accessories too, I said if I can see the bike first and purchase accessories later on. He said sure you can do that, I asked I can get those attached when the bike arrives. Yes you can. Period. When the bike arrived I decided to get a lock, so I asked one of the staff if I can get it attached, he said let me check if we have time. I was weirded out by the reply but okay. Then I paid for a lock and he said I needed an accessory to attach the lock, okay. So i paid for both. Then while waiting I saw a basket that i can use to attach to the bike. I then got it and approached the guy in the bike shop to ask if he can also attach this. I asked nicely. His reply was “next time if you order online you order all the items so it can be attached all at the dame time!  “ angrily he replied. Going back to the first communication i was informed that these accessories can be attached at the store. So i replied i wanted to swe the bike first then he angrily went to his computer to type something up. In my opinion it took him 10mins to type up something than to attach the basket. Anyway after typing something and printing the paper he said “you pay €34” i then asked the basket was only 24 why do i pay 34. Older guy in glasses said “you think we work for free?!” i then asked but you will attach the lock for free but not the basket”? I was so confused. Then I said okay nevermind no need for the basket and thanks for being so nice (i was sarcastic already) he then tore the paper right in front of me. I was shocked at the service i received. I have been to decathlon in different countries but never have i ever experienced this type of service. Mis information and rudeness and un-apologetic staff. So i then went to the front to look for a manager. Then i explained the whole scenario. I then asked “if i was told during the time of my placing the bike order that there will be fees for attaching accessories after the order, why wouldnt I just order it together with the bike instead of waiting for it to arrive? It does not make sense that I would not order it and pay extra after arrival?” He got my point but when he asked the guy from whom ai ordered the bike curly blonde long hair, he denied it and said there are fees. But he didnt say if he told me there are fees. So no apologies i just said this is horrible and just decided to buy the basket and attach it myself, so i then went to the old glasses guy to ask if i can attach it myself he said yeah you can. Then i proceeded to apologize and said sorry if there is some mis communication he then shrugged me off and just said be back after blah blah time. My mistake was i did not watch what he was doing to my bike!!! According to decathlons email, if it gets delivered to a shop they will make sure that the bike is in perfect condition and safe. But it was not. Bad experience!",1,,,,". Was given wrong information upon placing an order. I placed an order in the store for a bike with a team lead. He asked me if I wanted to purchase any accessories too, I said if I can see the bike first and purchase accessories later on. He said sure you can do that, I asked I can get those attached when the bike arrives. Yes you can. Period. When the bike arrived I decided to get a lock, so I asked one of the staff if I can get it attached, he said let me check if we have time. I was weirded out by the reply but okay. Then I paid for a lock and he said I needed an accessory to attach the lock, okay. So i paid for both. Then while waiting I saw a basket that i can use to attach to the bike. I then got it and approached the guy in the bike shop to ask if he can also attach this. I asked nicely. His reply was “next time if you order online you order all the items so it can be attached all at the dame time!  “ angrily he replied. Going back to the first communication i was informed that these accessories can be attached at the store. So i replied i wanted to swe the bike first then he angrily went to his computer to type something up. In my opinion it took him 10mins to type up something than to attach the basket. Anyway after typing something and printing the paper he said “you pay €34” i then asked the basket was only 24 why do i pay 34. Older guy in glasses said “you think we work for free?!” i then asked but you will attach the lock for free but not the basket”? I was so confused. Then I said okay nevermind no need for the basket and thanks for being so nice (i was sarcastic already) he then tore the paper right in front of me. I was shocked at the service i received. I have been to decathlon in different countries but never have i ever experienced this type of service. Mis information and rudeness and un-apologetic staff. So i then went to the front to look for a manager. Then i explained the whole scenario. I then asked “if i was told during the time of my placing the bike order that there will be fees for attaching accessories after the order, why wouldnt I just order it together with the bike instead of waiting for it to arrive? It does not make sense that I would not order it and pay extra after arrival?” He got my point but when he asked the guy from whom ai ordered the bike curly blonde long hair, he denied it and said there are fees. But he didnt say if he told me there are fees. So no apologies i just said this is horrible and just decided to buy the basket and attach it myself, so i then went to the old glasses guy to ask if i can attach it myself he said yeah you can. Then i proceeded to apologize and said sorry if there is some mis communication he then shrugged me off and just said be back after blah blah time. My mistake was i did not watch what he was doing to my bike!!! According to decathlons email, if it gets delivered to a shop they will make sure that the bike is in perfect condition and safe. But it was not. Bad experience!",". Was given wrong information upon placing an order. I placed an order in the store for a bike with a team lead. He asked me if I wanted to purchase any accessories too, I said if I can see the bike first and purchase accessories later on. He said sure you can do that, I asked I can get those attached when the bike arrives. Yes you can. Period. When the bike arrived I decided to get a lock, so I asked one of the staff if I can get it attached, he said let me check if we have time. I was weirded out by the reply but okay. Then I paid for a lock and he said I needed an accessory to attach the lock, okay. So i paid for both. Then while waiting I saw a basket that i can use to attach to the bike. I then got it and approached the guy in the bike shop to ask if he can also attach this. I asked nicely. His reply was “next time if you order online you order all the items so it can be attached all at the dame time!  “ angrily he replied. Going back to the first communication i was informed that these accessories can be attached at the store. So i replied i wanted to swe the bike first then he angrily went to his computer to type something up. In my opinion it took him 10mins to type up something than to attach the basket. Anyway after typing something and printing the paper he said “you pay €34” i then asked the basket was only 24 why do i pay 34. Older guy in glasses said “you think we work for free?!” i then asked but you will attach the lock for free but not the basket”? I was so confused. Then I said okay nevermind no need for the basket and thanks for being so nice (i was sarcastic already) he then tore the paper right in front of me. I was shocked at the service i received. I have been to decathlon in different countries but never have i ever experienced this type of service. Mis information and rudeness and un-apologetic staff. So i then went to the front to look for a manager. Then i explained the whole scenario. I then asked “if i was told during the time of my placing the bike order that there will be fees for attaching accessories after the order, why wouldnt I just order it together with the bike instead of waiting for it to arrive? It does not make sense that I would not order it and pay extra after arrival?” He got my point but when he asked the guy from whom ai ordered the bike curly blonde long hair, he denied it and said there are fees. But he didnt say if he told me there are fees. So no apologies i just said this is horrible and just decided to buy the basket and attach it myself, so i then went to the old glasses guy to ask if i can attach it myself he said yeah you can. Then i proceeded to apologize and said sorry if there is some mis communication he then shrugged me off and just said be back after blah blah time. My mistake was i did not watch what he was doing to my bike!!! According to decathlons email, if it gets delivered to a shop they will make sure that the bike is in perfect condition and safe. But it was not. Bad experience!",Biking,0,0,Bikes,9.489482,4.7191925,13.932356,-4.232008,-5.2295194
27,147,147,147,yvIudy5ppZALJnZ8UBMbcGOIsUXv4Tzt8nWQPQrjIic=,1,8,1088.0,offline,sale,MTB HELMET ST 500 YELLOW FLUO,HELMET MTB,MTB BIKES AND E,1,39.99,yvIudy5ppZALJnZ8UBMbcGOIsUXv4Tzt8nWQPQrjIic=,,"Niemand wist iets wat we vroegen ,  maar liefst 4 personen. Ze waren wel vriendelijk  maar ik werd van de een naar de ander gestuurd en wisten echt helemaal niets. Heel veel lege schappen bij de fietsspullen.",2,2022-09-24 16:17:09,,,". No one knew anything we asked, no less than 4 people. They were friendly, but I was sent from one to the other and really didn't know anything. Lots of empty shelves for cycling gear.",". Niemand wist iets wat we vroegen ,  maar liefst 4 personen. Ze waren wel vriendelijk  maar ik werd van de een naar de ander gestuurd en wisten echt helemaal niets. Heel veel lege schappen bij de fietsspullen.",Biking,0,0,Bikes,9.625438,4.721025,13.503879,-4.6398926,-5.6691775
